Nó Selecionado, Qt. Nós Cobertos, Média Loss(Conectados), DP Loss(Conectados), Perda de Pacotes (%), Média Loss(Total), Média Vazão, DP Vazão, Média Atraso, DP Atraso, Média Jitter, DPJitter, PDR
33, 16, 2188.187500, 2832.451917, 18.236416, 9040.346939,19.456404,6.137267, -6.852021, 14.854546, -26.661240,52.163998, 81.763584
