Nó Selecionado, Qt. Nós Cobertos, Média Loss(Conectados), DP Loss(Conectados), Perda de Pacotes (%), Média Loss(Total), Média Vazão, DP Vazão, Média Atraso, DP Atraso, Média Jitter, DPJitter, PDR
36, 22, 2601.285714, 2447.270775, 21.679188, 8137.479167,19.081791,5.298810, -13.952078, 32.540158, -43.933308,71.578315, 78.320812
