Nó Selecionado, Qt. Nós Cobertos, Média Loss(Conectados), DP Loss(Conectados), Perda de Pacotes (%), Média Loss(Total), Média Vazão, DP Vazão, Média Atraso, DP Atraso, Média Jitter, DPJitter, PDR
27, 19, 3.705882, 11.428571, 0.030885, 34.702128,22.751402,5.952711, -0.160589, 0.627534, -0.315886,0.953216, 99.969115
