Nó Selecionado, Qt. Nós Cobertos, Média Loss(Conectados), DP Loss(Conectados), Perda de Pacotes (%), Média Loss(Total), Média Vazão, DP Vazão, Média Atraso, DP Atraso, Média Jitter, DPJitter, PDR
23, 20, 2128.523810, 1794.151856, 17.739177, 8651.613636,19.912387,3.951252, -2.943822, 9.268022, -27.807380,55.127372, 82.260823
