Nó Selecionado, Qt. Nós Cobertos, Média Loss(Conectados), DP Loss(Conectados), Perda de Pacotes (%), Média Loss(Total), Média Vazão, DP Vazão, Média Atraso, DP Atraso, Média Jitter, DPJitter, PDR
0, 19, 2029.736842, 2675.479002, 16.915883, 5881.172414,20.010151,5.795429, -4.100497, 12.491445, -69.984438,83.848902, 83.084117
