Nó Selecionado, Qt. Nós Cobertos, Média Loss(Conectados), DP Loss(Conectados), Perda de Pacotes (%), Média Loss(Total), Média Vazão, DP Vazão, Média Atraso, DP Atraso, Média Jitter, DPJitter, PDR
13, 19, 2100.055556, 1735.897286, 17.501921, 8536.875000,19.892874,3.910235, -9.229978, 32.114540, -20.915091,43.775887, 82.498079
