Nó Selecionado, Qt. Nós Cobertos, Média Loss(Conectados), DP Loss(Conectados), Perda de Pacotes (%), Média Loss(Total), Média Vazão, DP Vazão, Média Atraso, DP Atraso, Média Jitter, DPJitter, PDR
47, 23, 2691.166667, 2188.756996, 22.428258, 8478.209302,18.950843,4.637638, -10.437031, 21.924454, -71.244761,136.519890, 77.571742
