Nó Selecionado, Qt. Nós Cobertos, Média Loss(Conectados), DP Loss(Conectados), Perda de Pacotes (%), Média Loss(Total), Média Vazão, DP Vazão, Média Atraso, DP Atraso, Média Jitter, DPJitter, PDR
0, 17, 2056.500000, 1742.713845, 17.138928, 8891.000000,19.841397,3.890146, -1.729048, 7.267600, -19.175169,53.257694, 82.861072
