Nó Selecionado, Qt. Nós Cobertos, Média Loss(Conectados), DP Loss(Conectados), Perda de Pacotes (%), Média Loss(Total), Média Vazão, DP Vazão, Média Atraso, DP Atraso, Média Jitter, DPJitter, PDR
1, 11, 2913.666667, 4077.301327, 24.282579, 8653.310345,17.932132,9.054558, -43.023027, 106.685738, -79.240791,136.175921, 75.717421
