Nó Selecionado, Qt. Nós Cobertos, Média Loss(Conectados), DP Loss(Conectados), Perda de Pacotes (%), Média Loss(Total), Média Vazão, DP Vazão, Média Atraso, DP Atraso, Média Jitter, DPJitter, PDR
44, 18, 1655.941176, 1412.568135, 13.800660, 8585.812500,20.582953,3.272164, -0.001723, 0.022325, -6.232239,25.175009, 86.199340
