Nó Selecionado, Qt. Nós Cobertos, Média Loss(Conectados), DP Loss(Conectados), Perda de Pacotes (%), Média Loss(Total), Média Vazão, DP Vazão, Média Atraso, DP Atraso, Média Jitter, DPJitter, PDR
23, 17, 2299.437500, 2696.414621, 19.163576, 7313.464286,19.371112,5.743940, -20.172495, 43.456291, -39.755056,74.032693, 80.836424
