Nó Selecionado, Qt. Nós Cobertos, Média Loss(Conectados), DP Loss(Conectados), Perda de Pacotes (%), Média Loss(Total), Média Vazão, DP Vazão, Média Atraso, DP Atraso, Média Jitter, DPJitter, PDR
47, 23, 2409.916667, 1745.345057, 20.084313, 8321.232558,19.576516,3.741079, -10.852540, 32.080104, -54.323716,107.729132, 79.915687
