Nó Selecionado, Qt. Nós Cobertos, Média Loss(Conectados), DP Loss(Conectados), Perda de Pacotes (%), Média Loss(Total), Média Vazão, DP Vazão, Média Atraso, DP Atraso, Média Jitter, DPJitter, PDR
19, 13, 1798.923077, 2953.380305, 14.992275, 7840.310345,19.921199,6.471641, -9.486578, 17.241297, -41.608168,75.488227, 85.007725
