Nó Selecionado, Qt. Nós Cobertos, Média Loss(Conectados), DP Loss(Conectados), Perda de Pacotes (%), Média Loss(Total), Média Vazão, DP Vazão, Média Atraso, DP Atraso, Média Jitter, DPJitter, PDR
43, 17, 1786.888889, 1480.575760, 14.891982, 8598.574468,20.781330,3.251726, -20.780699, 64.638093, -38.229769,70.309454, 85.108018
